ID,sentence,speaker
OOD_TAM_M_0183,"இடஅமைப்பு, ஆா்கிமீடியன், பாதுகாக்கப்பட்டுஇருக்கவேண்டும், ஜெய்தீ்ப், அஃறிணைப்பா",male_3
OOD_TAM_M_0184,"பிரீஃப்பாக, உருவானது இதுவே, அரௌஜோ, இல்லாத​, காலஅளவு",male_3
OOD_TAM_M_0185,"அருட்கலைஞோர், வஃகான், கலாஆஷிஷ், ஓளஷதபுரீஸ்வரர், வருகஎன்",male_3
OOD_TAM_M_0186,"ஊசலாடும், ஆகவே இது, சவூதிஅரப், மிக ஓடும்",male_3
OOD_TAM_M_0187,"ஊண்ஓழியாப், கூக்குட்டமருதஅள்ளி, பரஉயிர்க்கு, அழாஅல், சிறிய அளவு",male_3
OOD_TAM_M_0188,"ஷஹ்டோலும், சரிந்தனஇதனால், ஒஹாலி, தரஉறுதிப்பாட்டுச், ஷஃபிள்கள்",male_3
OOD_TAM_M_0189,"என்றஎன், பேகாரஅள்ளி, ஐயிட்டம்‌ஸ்‌, சேர்ந்த இவர், யஷி",male_3
OOD_TAM_M_0190,"உரையாற்றினா், ஐஎம்இஐ, எட்நுாறை, அன்னஆர்ப், கட்டமைப்பை உருவாக்குவதன்",male_3
OOD_TAM_M_0191," ரீஹான், எண்ணளவை, ஜியோ இந்தியா, ஐஞ்சீர்",male_3
OOD_TAM_M_0192,"கைலாஷஹர், அனஹதாவில், அதோக்ஷஜனை, ஜஃபர்னாமா, போகிற",male_3
OOD_TAM_M_0193,"ஸ்ரீஅங்காளம்மன், கொடைஓ, ஜஃபார், நாழிகைஒன், அல்சஃபாதி",male_3
OOD_TAM_M_0194,"பௌத்தமென்றுஓர், ஞகர, மத்ஸய, இனஒருமை, ஆதழீஇ",male_3
OOD_TAM_M_0195,"ஞானஓட்டத்தை, நிதி ஒதுக்குதல், கேட்டஎன், ஒந்தி, அனௌன்ஸ்",male_3
OOD_TAM_M_0196,"ப்ளௌஸெல்லாம், காட்டழிப்பு, போகும்‌போதுலாம்‌, ஆணஅடுக்கு, கண்ணஞ்சான்",male_3
OOD_TAM_M_0197,"வஃதுடம்பு, ஊா், பாட ஆசை, பிறந்த ஆண்டு, ஶ்ரீநாத்",male_3
OOD_TAM_M_0198,"தேர்வுஒரு, ஃப்ளைஆஷ், தாழங்ஙாடி, ப்ரீஃபர், வதீஉலா",male_3
OOD_TAM_M_0199,"ஶ்ரீநகருக்கு, நலஅமைச்சகத்தின், ஷஷிலாவை, விரிவுபடுத்தஉதவும்",male_3
OOD_TAM_M_0200,"ஈமச்சடங்கு, ஆர்இஆர்ஏ, பீஹாரிகள், இஃபைல்ஸ், யற்றஉள்ளம்",male_3
OOD_TAM_M_0201,"மூச்சுக்குழலழற்சி, ஈஜாக்கு, நீாினால், ஃபுட்‌டை, மூலப்பொருள்",male_3
OOD_TAM_M_0202,"இரணஜன்னி, ஹஷாந்தி, அந்தஊர், ரத்தஅழுத்தத்தை, மன்றஇவண்",male_3
OOD_TAM_M_0203,"ஜௌலியன், ரீஃபைண்ட், அனஹதாவிலிருந்து, மிக்கஉத்தி, நீஉயிர்",male_3
OOD_TAM_M_0204,"மஅபர், என்சிஇஏ, ஆக்‌ஷன், ஏற்படுத்தி உள்ளீர்கள், அல்லஇடம்",male_3
OOD_TAM_M_0205,"சௌஹான், அனஹதாவைப், யக்ஷஸ்வரூபன், தீராஆகாதவரை, சமஅளவியல்",male_3
OOD_TAM_M_0206,"தேச அரசுகள், ‌சார்‌, சமஉரிமைகளைப், இஃப்கோவால், திவ்யஞானேசுவர்",male_3
OOD_TAM_M_0207,"எாிமலைக், முழயும், பன்ஞயாத்து, ரீஏஜெண்ட்களை, பலஉழு",male_3
OOD_TAM_M_0208,"ஃவுளூரின், ​​இரட்டை, ஐசிஏஆர், தையஃகு, சீனஇந்தியப்",male_3
OOD_TAM_M_0209,"இஎஃப்பிஓ, அமைக்க உள்ளோம், மனஉணர்வுடனும், ஈண்டனந்தர், அமெளண்ட்டு",male_3
OOD_TAM_M_0210,"உரிஞக்கடிது, வௌியேறினான், பயஞ்சிக்காய், ஏற்ற​, பிஐஜிஎம்இஆர்",male_3
OOD_TAM_M_0211,"ஶ்ரீபெரும்புதூரில், பிகேஎஸ், சவால்களைஎதிர்கொள்ள, மறைஓதும், ஐஐஎஸ்ஈஆர்",male_3
OOD_TAM_M_0212,"கன்வார்ஷஸ், கொஷின்ஸ், மஃபின்கள், ப்ரொஃபஷனல், ஷஃபீக்",male_3
OOD_TAM_M_0213,"உய்யஎமக், ஃபுட்‌ஸ்சும்‌, உடையஆள், குறைந்தபட்ச உற்பத்தி, பெரியஒவ்",male_3
OOD_TAM_M_0214,"மைக்ரோஅரே, ப்ளௌஸை, சார்ஜஃப்பின், கௌஷிடகி, மனஉறுதியை",male_3
OOD_TAM_M_0215,"பெருமைஐ, ஷௌசம், அஃபெட், ஊண்டாய், ​​நாடு",male_3
OOD_TAM_M_0216,"ஈண்டினிது, அனஹதாவுக்குள், பகைஏமன், ஈமெயிலுக்கு, ஜிஓஇ",male_3
OOD_TAM_M_0217,"சட்டஆய்வு, தீண்டஎமன், ஈமெயிலில், பௌஷாவில், ஃவுளூரைடு",male_3
OOD_TAM_M_0218,"பிஆர்ஓ, பரவலாக எதிர்மறையான, ஒருஒருத்தங்க, பொிய, பூஇட",male_3
OOD_TAM_M_0219,"இல்லைஎன, அராஉண்ட், என்இஐஎஸ்டி, பலஉடைய, கட்டழகுத்",male_3
OOD_TAM_M_0220,"ஒருஏழை, மேவஅருள், கின்னௌர், ஈண்டியம், கொஃறேர்",male_3
OOD_TAM_M_0221,"களஅளவில், ஔகாரம், டிபிஈ, தக்கஆசாமிகளைத், முரணழியத்",male_4
OOD_TAM_M_0222,"ஸ்ரீஅன்னா, ளழித்த, திவ்யஞானேசுவரர், கூடியஎன், இ்யற்கைக்கும்",male_4
OOD_TAM_M_0223,"ஈங்கெனத், நிதி அமைச்சர், சழக்கர், வேஃபர், சீஎம்",male_4
OOD_TAM_M_0224,"ப்ரொஃபஷனலாகவே, சென்றஅப், இஃது, நின்றஇச், களஅறிவிப்புக்குப்",male_4
OOD_TAM_M_0225,"லஃதறிவார், தரஎன், பூஜ்ஜிய ஒன்று, லக்னௌவிலும், ஷஷாந்த்",male_4
OOD_TAM_M_0226,"ஏஷாம், டஉள்ளன, மதிப்பீ்ட்டு, காளஹஸ்தீஸ்வரர்சுவாமி, வௌியே",male_4
OOD_TAM_M_0227,"செந்தஃறை, ஏஆர்பிஜி, களஆய்வு, லஃதே, இபிஎஃப்ஓ",male_4
OOD_TAM_M_0228, சாலை அமைப்புக்கு,male_4
